round,date,num1,num2,num3,num4,num5,num6,bonus,winnernum,price,carryover
786,2013/8/12,10,11,17,31,35,39,23,3,97530000,0
785,2013/8/8,1,9,18,20,24,29,15,0,0,100000000
784,2013/8/5,1,9,23,29,37,41,22,1,142820000,0
783,2013/8/1,9,14,22,24,25,32,13,1,140610000,0
782,2013/7/29,19,21,23,24,27,43,10,3,48650000,0
781,2013/7/25,5,6,15,23,40,43,39,1,147350000,0
780,2013/7/22,6,7,12,26,39,43,4,1,134330000,0
779,2013/7/18,10,13,27,34,36,39,7,2,73000000,0
778,2013/7/15,5,11,17,24,35,41,3,4,32230000,0
777,2013/7/11,15,16,23,29,37,39,42,1,146820000,0
776,2013/7/8,2,8,14,23,28,42,25,3,45780000,0
775,2013/7/4,1,2,21,22,37,38,17,6,56140000,0
774,2013/7/1,2,4,9,13,16,33,15,0,0,100000000
773,2013/6/27,4,7,10,11,12,32,9,3,168060000,0
772,2013/6/24,7,11,16,19,20,23,30,0,0,300000000
771,2013/6/20,15,21,31,32,33,34,27,0,0,200000000
770,2013/6/17,17,19,21,22,36,37,25,1,154690000,0
769,2013/6/13,1,2,4,16,17,38,8,2,71650000,0
768,2013/6/10,1,8,19,25,32,38,39,3,166630000,0
767,2013/6/6,2,6,11,27,29,37,14,0,0,300000000
766,2013/6/3,6,10,12,32,37,39,33,0,0,100000000
765,2013/5/30,4,14,17,22,26,41,6,1,143790000,0
764,2013/5/27,6,7,24,34,42,43,14,1,152480000,0
763,2013/5/23,6,8,10,21,39,42,36,4,36230000,0
762,2013/5/20,6,8,9,20,24,27,40,2,66850000,0
761,2013/5/16,8,10,11,12,20,40,42,3,45380000,0
760,2013/5/13,3,4,6,15,32,40,34,2,76070000,0
759,2013/5/9,14,22,25,28,37,41,31,1,150510000,0
758,2013/5/6,11,19,20,25,38,40,33,3,48210000,0
757,2013/5/2,4,10,14,19,35,38,17,1,158790000,0
756,2013/4/29,8,10,24,26,27,28,32,1,135300000,0
755,2013/4/25,10,16,20,25,29,39,2,1,357430000,0
754,2013/4/22,16,27,33,35,39,41,42,0,0,200000000
753,2013/4/18,2,4,11,15,20,38,18,1,153360000,0
752,2013/4/15,3,5,13,18,22,37,14,1,148260000,0
751,2013/4/11,13,16,21,25,31,38,43,2,170810000,0
750,2013/4/8,4,6,13,16,18,39,34,0,0,100000000
749,2013/4/4,7,8,11,13,23,40,25,1,147340000,0
748,2013/4/1,2,14,16,27,28,30,21,3,54560000,0
747,2013/3/28,8,19,20,23,24,35,5,5,35340000,0
746,2013/3/25,6,9,10,29,31,35,28,2,89450000,0
745,2013/3/21,8,12,16,23,33,34,6,2,81810000,0
744,2013/3/18,2,5,12,14,30,42,3,2,85020000,0
743,2013/3/14,3,4,8,10,14,37,32,1,166670000,0
742,2013/3/11,2,12,13,14,22,35,4,5,34260000,0
741,2013/3/7,8,11,15,29,36,43,18,3,62960000,0
740,2013/3/4,8,9,15,26,37,40,18,8,22910000,0
739,2013/2/28,11,13,18,20,28,38,31,1,189800000,0
738,2013/2/25,14,21,22,32,33,41,9,3,63070000,0
737,2013/2/21,6,10,21,24,27,39,11,5,35530000,0
736,2013/2/18,2,14,17,19,38,43,6,1,195250000,0
735,2013/2/14,5,12,19,22,32,39,14,1,191950000,0
734,2013/2/11,10,19,22,27,29,39,21,2,90880000,0
733,2013/2/7,5,13,14,26,37,38,28,6,31130000,0
732,2013/2/4,20,33,35,36,37,38,29,2,105130000,0
731,2013/1/31,6,7,23,25,38,42,21,2,98600000,0
730,2013/1/28,10,15,21,22,33,35,1,3,66310000,0
729,2013/1/24,2,10,16,18,27,42,22,2,98690000,0
728,2013/1/21,10,15,22,23,38,42,12,3,63530000,0
727,2013/1/17,3,24,26,27,39,41,4,3,143330000,0
726,2013/1/14,13,21,30,31,37,40,14,0,0,200000000
725,2013/1/10,5,6,7,20,31,41,22,1,380480000,0
724,2013/1/7,4,9,32,37,38,39,31,1,400000000,100000000
723,2012/12/27,16,27,28,36,39,42,2,0,0,200000000
722,2012/12/24,6,11,32,34,35,39,18,2,374400000,0
721,2012/12/20,1,14,23,24,27,40,10,0,0,400000000
720,2012/12/17,25,26,27,28,35,38,19,0,0,200000000
719,2012/12/13,11,14,27,31,34,42,13,2,84560000,0
718,2012/12/10,15,20,27,29,33,43,18,0,0,200000000
717,2012/12/6,13,14,16,21,29,42,20,3,63670000,0
716,2012/12/3,5,7,14,24,25,35,32,2,86820000,0
715,2012/11/29,5,10,12,25,28,31,36,4,43240000,0
714,2012/11/26,2,14,26,28,29,42,13,2,91020000,0
713,2012/11/22,19,20,21,24,25,26,35,8,25400000,0
712,2012/11/19,2,5,8,9,14,25,18,4,141650000,0
711,2012/11/15,5,11,15,24,34,39,37,1,400000000,300000000
710,2012/11/12,4,5,9,20,33,37,35,0,0,400000000
709,2012/11/8,1,11,13,29,37,39,8,0,0,200000000
708,2012/11/5,2,13,20,22,25,38,35,1,184590000,0
707,2012/11/1,8,15,21,32,40,41,7,2,95340000,0
706,2012/10/29,2,8,29,31,34,37,9,4,111100000,0
705,2012/10/25,14,15,16,18,20,33,3,0,0,200000000
704,2012/10/22,7,10,16,18,19,37,20,1,177390000,0
703,2012/10/18,20,24,27,28,38,41,4,1,245030000,0
702,2012/10/15,1,20,23,37,38,40,4,1,400000000,0
701,2012/10/11,20,22,24,32,36,39,29,0,0,200000000
700,2012/10/8,1,8,17,24,33,35,11,3,54370000,0
699,2012/10/4,12,13,21,25,29,32,20,1,178160000,0
698,2012/10/1,5,20,21,26,30,33,27,2,93070000,0
697,2012/9/27,2,12,14,18,40,41,6,1,188870000,0
696,2012/9/24,2,10,14,19,36,39,9,1,182620000,0
695,2012/9/20,4,7,11,12,13,19,27,5,33040000,0
694,2012/9/17,8,23,27,31,38,40,3,2,199700000,0
693,2012/9/13,4,14,18,22,32,35,10,0,0,200000000
692,2012/9/10,9,10,12,19,21,42,15,2,90730000,0
691,2012/9/6,4,7,8,15,16,42,23,3,134130000,0
690,2012/9/3,7,8,10,21,34,38,30,0,0,200000000
689,2012/8/30,6,8,12,17,24,31,38,8,20090000,0
688,2012/8/27,9,12,16,33,34,35,1,2,92820000,0
687,2012/8/23,16,20,27,33,40,42,34,2,94840000,0
686,2012/8/20,21,24,26,35,37,38,16,2,94740000,0
685,2012/8/16,12,23,27,32,39,43,15,2,87880000,0
684,2012/8/13,6,7,13,18,27,33,16,2,74640000,0
683,2012/8/9,16,24,29,32,35,38,37,1,185850000,0
682,2012/8/6,3,5,7,18,19,41,34,1,393430000,0
681,2012/8/2,1,11,13,30,37,41,27,0,0,200000000
680,2012/7/30,8,9,23,34,38,41,6,1,212110000,0
679,2012/7/26,4,5,7,37,41,42,39,1,400000000,20000000
678,2012/7/23,8,24,25,29,32,40,28,0,0,100000000
677,2012/7/19,4,11,22,31,32,35,23,1,189220000,0
676,2012/7/16,2,8,20,33,38,42,21,3,57170000,0
675,2012/7/12,8,10,15,21,24,34,28,3,62860000,0
674,2012/7/9,8,11,15,22,40,41,39,3,61630000,0
673,2012/7/5,2,6,16,27,28,29,38,2,215520000,0
672,2012/7/2,1,5,23,24,36,43,19,0,0,200000000
671,2012/6/28,5,10,14,16,23,38,21,2,94580000,0
670,2012/6/25,1,4,7,25,32,41,18,2,215540000,0
669,2012/6/21,4,6,10,17,24,33,19,0,0,200000000
668,2012/6/18,7,13,20,27,34,35,22,5,39100000,0
667,2012/6/14,21,31,34,37,39,40,15,2,217960000,0
666,2012/6/11,2,6,28,30,31,41,7,0,0,200000000
665,2012/6/7,13,22,27,29,36,37,40,2,94050000,0
664,2012/6/4,2,8,11,12,26,29,22,3,54820000,0
663,2012/5/31,13,18,21,30,33,40,25,3,65430000,0
662,2012/5/28,12,31,32,34,36,40,6,3,67700000,0
661,2012/5/24,6,9,17,20,33,40,26,2,100070000,0
660,2012/5/21,8,20,31,36,37,38,39,3,115500000,0
659,2012/5/17,21,30,35,39,41,42,3,1,400000000,100000000
658,2012/5/14,14,24,32,40,41,42,9,0,0,200000000
657,2012/5/10,3,20,29,33,34,40,2,1,200000000,10000000
656,2012/5/7,2,8,13,17,25,37,30,6,29740000,0
655,2012/5/3,5,10,23,26,28,29,27,2,91560000,0
654,2012/4/30,12,18,21,29,32,38,2,1,220080000,0
653,2012/4/26,13,21,22,26,29,36,31,1,200000000,10000000
652,2012/4/23,1,10,16,19,20,39,29,2,105070000,0
651,2012/4/19,4,15,17,34,38,40,5,2,356840000,0
650,2012/4/16,12,31,34,40,41,43,6,1,400000000,400000000
649,2012/4/12,14,22,29,33,36,40,38,0,0,500000000
648,2012/4/9,22,26,27,28,36,43,1,0,0,200000000
647,2012/4/5,2,7,15,22,36,43,27,1,193180000,0
646,2012/4/2,9,12,14,24,28,33,37,2,91240000,0
645,2012/3/29,3,10,12,32,33,43,31,2,99340000,0
644,2012/3/26,4,14,22,23,26,42,2,3,145190000,0
643,2012/3/22,2,6,21,31,35,37,15,0,0,200000000
642,2012/3/19,8,13,14,21,33,41,18,2,217600000,0
641,2012/3/15,3,14,21,24,26,29,32,0,0,200000000
640,2012/3/12,3,11,18,20,33,39,22,4,45790000,0
639,2012/3/8,1,16,20,24,33,34,8,3,73500000,0
638,2012/3/5,6,11,19,28,35,40,14,3,64470000,0
637,2012/3/1,7,12,16,28,31,34,11,7,103120000,0
636,2012/2/27,2,12,21,23,24,26,36,0,0,400000000
635,2012/2/23,8,11,12,15,41,43,22,0,0,200000000
634,2012/2/20,8,10,13,15,20,40,23,2,100890000,0
633,2012/2/16,7,9,11,14,15,18,5,1,195270000,0
632,2012/2/13,3,4,14,21,22,25,26,3,154300000,0
631,2012/2/9,2,5,7,10,36,40,12,0,0,200000000
630,2012/2/6,3,7,13,18,19,41,38,1,223120000,0
629,2012/2/2,6,16,21,30,34,43,36,1,200000000,100000000
628,2012/1/30,7,13,15,18,29,38,30,4,56960000,0
627,2012/1/26,2,4,7,19,34,42,30,1,200000000,100000000
626,2012/1/23,6,13,14,22,26,28,10,1,190650000,0
625,2012/1/19,5,17,26,37,39,42,20,13,16100000,0
624,2012/1/16,4,8,12,22,25,30,43,3,155190000,0
623,2012/1/12,7,8,16,35,39,42,9,0,0,200000000
622,2012/1/9,7,16,18,20,27,36,41,5,38780000,0
621,2012/1/5,6,15,16,28,36,40,20,1,327550000,0
620,2011/12/29,7,10,13,19,31,38,12,1,400000000,90000000
619,2011/12/26,2,11,29,31,33,38,14,0,0,200000000
618,2011/12/22,4,15,21,31,35,42,13,2,115090000,0
617,2011/12/19,5,8,18,28,34,35,10,1,217260000,0
616,2011/12/15,4,7,18,19,24,35,17,1,200000000,0
615,2011/12/12,6,16,24,32,36,43,28,2,97870000,0
614,2011/12/8,2,6,22,25,31,42,1,2,102950000,0
613,2011/12/5,2,6,18,26,32,37,5,7,66080000,0
612,2011/12/1,7,18,31,32,39,40,35,0,0,200000000
611,2011/11/28,10,12,14,24,34,39,16,2,99850000,0
610,2011/11/24,2,5,12,23,26,41,36,7,60540000,0
609,2011/11/21,18,24,36,37,39,41,1,0,0,200000000
608,2011/11/17,4,6,16,17,18,26,40,4,49880000,0
607,2011/11/14,2,3,8,12,20,21,16,3,63060000,0
606,2011/11/10,8,15,24,26,35,42,7,3,70450000,0
605,2011/11/7,1,4,13,25,38,43,11,5,41550000,0
604,2011/11/3,9,15,20,22,28,43,37,2,107590000,0
603,2011/10/31,3,8,18,21,23,42,17,3,226380000,0
602,2011/10/27,8,13,15,18,24,41,27,1,400000000,400000000
601,2011/10/24,6,22,25,26,30,39,32,0,0,500000000
600,2011/10/20,3,20,23,24,28,35,26,0,0,200000000
599,2011/10/17,1,2,8,13,27,39,36,2,216310000,0
598,2011/10/13,6,10,15,21,36,41,40,0,0,200000000
597,2011/10/10,3,4,7,13,16,23,1,3,54330000,0
596,2011/10/6,2,13,17,24,29,34,12,2,103170000,0
595,2011/10/3,1,5,15,22,39,40,27,5,93810000,0
594,2011/9/29,4,5,15,30,34,38,2,0,0,200000000
593,2011/9/26,2,10,16,26,29,30,4,1,197260000,0
592,2011/9/22,12,14,22,23,34,41,36,1,191760000,0
591,2011/9/19,1,13,16,22,27,33,5,2,114610000,0
590,2011/9/15,20,24,25,27,32,37,2,1,200000000,200000000
589,2011/9/12,1,9,10,28,41,42,33,2,122480000,0
588,2011/9/8,8,13,18,33,34,36,23,1,200000000,200000000
587,2011/9/5,10,12,18,27,33,40,42,2,94930000,0
586,2011/9/1,6,7,10,23,36,42,11,3,160510000,0
585,2011/8/29,1,28,32,34,41,42,22,0,0,200000000
584,2011/8/25,10,11,24,26,37,38,21,6,74480000,0
583,2011/8/22,2,12,17,18,40,43,16,0,0,200000000
582,2011/8/18,7,10,14,25,32,38,13,4,50670000,0
581,2011/8/15,5,22,28,29,35,39,21,3,66880000,0
580,2011/8/11,12,15,17,25,35,43,32,1,200000000,0
579,2011/8/8,6,8,17,19,23,42,32,2,213390000,0
578,2011/8/4,16,22,23,27,33,37,36,0,0,200000000
577,2011/8/1,3,12,29,31,36,37,26,1,231170000,0
576,2011/7/28,8,9,21,24,29,37,1,1,200000000,20000000
575,2011/7/25,4,11,17,21,23,30,18,2,112040000,0
574,2011/7/21,4,11,16,20,26,43,9,1,400000000,30000000
573,2011/7/18,3,5,21,30,37,38,11,0,0,200000000
572,2011/7/14,10,12,18,38,42,43,40,3,71560000,0
571,2011/7/11,6,20,21,23,33,38,10,5,39890000,0
570,2011/7/7,2,4,10,28,38,43,25,2,239140000,0
569,2011/7/4,4,19,21,25,28,40,38,0,0,200000000
568,2011/6/30,7,10,15,31,32,42,41,2,258600000,0
567,2011/6/27,7,13,17,23,28,34,25,0,0,200000000
566,2011/6/23,10,17,18,29,30,41,7,1,200000000,10000000
565,2011/6/20,3,6,8,21,28,32,10,3,63900000,0
564,2011/6/16,3,12,18,24,34,39,16,4,52000000,0
563,2011/6/13,4,5,26,28,34,38,8,2,97740000,0
562,2011/6/9,9,10,11,25,30,37,12,3,67480000,0
561,2011/6/6,4,14,30,35,40,41,29,2,127970000,0
560,2011/6/2,4,17,19,37,39,42,16,1,200000000,200000000
559,2011/5/30,2,7,16,25,26,43,3,1,196540000,0
558,2011/5/26,4,32,33,38,41,43,2,2,120430000,0
557,2011/5/23,6,18,23,32,38,43,37,4,49390000,0
556,2011/5/19,6,9,13,17,29,30,25,3,70910000,0
555,2011/5/16,2,3,7,9,36,42,5,2,104320000,0
554,2011/5/12,16,27,34,35,36,38,37,2,228840000,0
553,2011/5/9,3,9,11,15,27,37,10,0,0,200000000
552,2011/5/5,13,22,26,30,40,41,8,3,71650000,0
551,2011/5/2,15,16,19,21,26,42,10,2,111730000,0
550,2011/4/28,12,15,19,32,36,42,37,2,123180000,0
549,2011/4/25,5,14,27,29,32,33,16,2,103280000,0
548,2011/4/21,12,13,16,28,29,35,5,3,131850000,0
547,2011/4/18,6,10,11,30,32,39,27,1,400000000,100000000
546,2011/4/14,1,14,30,34,40,43,27,0,0,300000000
545,2011/4/11,16,21,24,28,32,36,35,5,43340000,0
544,2011/4/7,11,14,16,32,41,42,33,1,291430000,0
543,2011/4/4,15,17,18,19,22,31,30,1,200000000,20000000
542,2011/3/31,10,14,23,35,38,41,17,2,148400000,0
541,2011/3/24,3,4,5,28,34,43,20,2,147040000,0
540,2011/3/17,15,23,29,35,36,41,42,2,135520000,0
539,2011/3/10,3,10,13,17,18,28,24,3,100040000,0
538,2011/3/3,2,11,14,23,26,33,28,6,47500000,0
537,2011/2/24,10,18,22,24,26,37,12,4,82260000,0
536,2011/2/17,4,10,12,14,23,36,2,3,106390000,0
535,2011/2/10,6,14,23,24,27,32,11,2,158580000,0
534,2011/2/3,1,2,19,22,26,37,43,3,260130000,0
533,2011/1/27,6,16,24,31,41,43,7,0,0,300000000
532,2011/1/20,23,28,33,35,37,42,4,4,84130000,0
531,2011/1/13,5,12,16,24,26,33,8,4,78360000,0
530,2011/1/6,1,10,19,30,33,36,35,2,147680000,0
529,2010/12/30,6,19,21,24,31,41,7,3,113260000,0
528,2010/12/23,2,5,12,21,28,32,41,3,108380000,0
527,2010/12/16,5,7,12,23,39,41,9,12,264770000,0
526,2010/12/9,8,14,18,19,26,27,23,6,50950000,0
525,2010/12/2,1,11,17,28,33,38,20,2,164190000,0
524,2010/11/25,7,11,14,18,35,40,43,3,111880000,0
523,2010/11/18,7,8,26,27,41,43,16,2,254070000,0
522,2010/11/11,3,6,16,23,25,43,37,1,200000000,100000000
521,2010/11/4,1,8,15,21,23,30,33,3,108560000,0
520,2010/10/28,2,4,12,14,26,43,40,2,390600000,0
519,2010/10/21,1,13,25,29,30,33,35,1,400000000,400000000
518,2010/10/14,14,31,34,35,40,42,25,0,0,400000000
517,2010/10/7,6,10,13,14,28,37,39,5,63510000,0
516,2010/9/30,2,14,16,17,29,30,10,7,47590000,0
515,2010/9/23,2,3,23,25,33,35,34,2,158920000,0
514,2010/9/16,6,7,14,15,19,41,31,4,162510000,0
513,2010/9/9,1,6,12,14,15,19,18,2,400000000,200000000
512,2010/9/2,14,20,23,25,33,39,34,0,0,500000000
511,2010/8/26,4,22,23,27,38,43,9,1,200000000,100000000
510,2010/8/19,12,15,26,35,41,43,25,2,165400000,0
509,2010/8/12,3,4,12,18,27,28,40,8,33280000,0
508,2010/8/5,1,7,14,15,24,42,13,2,160250000,0
507,2010/7/29,5,14,19,21,28,31,17,5,94240000,0
506,2010/7/22,5,11,21,27,37,39,26,1,200000000,100000000
505,2010/7/15,19,21,27,33,34,43,41,2,173450000,0
504,2010/7/8,12,21,22,27,29,31,35,2,389240000,0
503,2010/7/1,1,18,25,27,28,39,11,0,0,300000000
502,2010/6/24,9,12,27,28,29,41,7,3,112500000,0
501,2010/6/17,3,17,21,23,36,38,7,3,250660000,0
500,2010/6/10,6,20,28,31,34,38,10,0,0,300000000
499,2010/6/3,3,9,15,16,22,35,12,5,61830000,0
497,2010/5/27,1,25,36,41,42,43,39,3,122940000,0
497,2010/5/20,6,12,14,17,36,40,34,2,168000000,0
496,2010/5/13,2,6,11,29,32,41,3,2,174850000,0
495,2010/5/6,4,6,20,21,29,33,31,2,172200000,0
494,2010/4/29,8,16,19,23,26,31,6,2,275240000,0
493,2010/4/22,8,26,30,36,41,42,20,1,200000000,200000000
492,2010/4/15,1,8,12,20,23,37,10,3,112830000,0
491,2010/4/8,7,9,20,27,31,34,33,2,175120000,0
490,2010/4/1,5,9,13,28,34,40,10,9,38000000,0
489,2010/3/25,6,8,12,30,33,43,36,2,165570000,0
488,2010/3/18,5,15,29,34,39,42,6,6,95630000,0
487,2010/3/11,2,6,8,19,22,34,30,1,200000000,100000000
486,2010/3/4,16,25,27,29,34,41,6,2,183820000,0
485,2010/2/25,14,26,30,33,34,39,19,5,169450000,0
484,2010/2/18,13,19,25,29,32,35,42,0,0,400000000
483,2010/2/11,2,8,15,24,33,35,30,5,117610000,0
482,2010/2/4,4,30,31,36,37,38,19,1,200000000,200000000
481,2010/1/28,2,9,11,24,25,34,20,7,52520000,0
480,2010/1/21,2,5,17,18,35,38,34,5,162530000,0
479,2010/1/14,5,7,14,17,20,27,3,0,0,300000000
478,2010/1/7,11,14,23,30,31,38,42,4,97980000,0
477,2009/12/24,12,14,16,18,38,41,17,2,185140000,0
476,2009/12/17,7,17,22,30,36,40,2,5,69400000,0
475,2009/12/10,5,9,10,27,33,42,2,5,66670000,0
474,2009/12/3,12,15,19,25,28,41,18,4,84730000,0
473,2009/11/26,6,16,17,22,34,37,26,4,86970000,0
472,2009/11/19,10,17,28,30,36,42,5,5,108550000,0
471,2009/11/12,2,13,14,22,23,32,34,1,200000000,100000000
470,2009/11/5,1,11,17,23,38,43,18,3,190680000,0
496,2009/10/29,10,12,20,35,40,43,28,1,200000000,200000000
468,2009/10/22,9,17,26,30,34,40,33,6,96630000,0
467,2009/10/15,18,19,20,24,32,43,41,1,200000000,200000000
466,2009/10/8,1,4,19,28,34,40,14,2,282220000,0
465,2009/10/1,6,24,27,30,32,38,13,1,200000000,200000000
464,2009/9/24,10,21,22,25,27,37,36,3,115940000,0
463,2009/9/17,10,13,16,25,30,42,28,2,302910000,0
462,2009/9/10,2,4,6,16,31,33,5,1,400000000,200000000
461,2009/9/3,8,10,13,30,32,42,12,1,200000000,200000000
460,2009/8/27,18,22,23,32,35,40,7,2,181190000,0
459,2009/8/20,11,13,27,31,37,43,30,5,66340000,0
458,2009/8/13,1,18,27,30,36,40,5,2,389430000,0
457,2009/8/6,10,12,27,32,34,43,42,0,0,400000000
456,2009/7/30,3,7,15,25,30,39,22,6,124170000,0
455,2009/7/23,11,20,26,28,30,43,24,0,0,0
454,2009/7/16,2,16,18,27,42,43,12,2,172370000,0
453,2009/7/9,7,17,19,27,35,40,41,4,139190000,0
452,2009/7/2,1,5,25,27,29,40,19,1,200000000,200000000
451,2009/6/25,6,14,16,19,26,39,21,2,115960000,0
450,2009/6/18,15,20,21,32,40,42,27,2,187580000,0
449,2009/6/11,19,20,21,23,27,32,24,3,267030000,0
448,2009/6/4,9,23,32,35,39,42,37,0,0,300000000
447,2009/5/28,15,23,29,36,42,43,34,4,88200000,0
446,2009/5/21,3,8,17,26,27,36,13,8,38560000,0
445,2009/5/14,10,20,23,26,37,40,9,3,121570000,0
444,2009/5/7,5,13,16,18,24,32,30,7,46880000,0
443,2009/4/30,6,10,21,22,23,35,5,3,119510000,0
442,2009/4/23,2,23,26,35,41,42,38,2,307920000,0
441,2009/4/16,10,18,33,34,39,41,21,1,200000000,200000000
440,2009/4/9,9,23,29,30,31,39,18,2,290150000,0
439,2009/4/2,11,14,20,28,32,41,27,1,200000000,200000000
438,2009/3/26,3,9,16,17,20,31,42,3,180660000,0
437,2009/3/19,2,5,11,21,23,43,15,1,200000000,200000000
436,2009/3/12,4,12,21,22,27,38,31,12,28640000,0
435,2009/3/5,2,11,12,28,35,37,27,5,68930000,0
434,2009/2/26,3,12,19,33,35,36,37,2,177900000,0
433,2009/2/19,3,9,11,24,26,34,25,2,311040000,0
432,2009/2/12,8,20,23,24,42,43,16,1,200000000,200000000
431,2009/2/5,1,5,19,20,35,41,33,5,80140000,0
430,2009/1/29,1,8,18,26,34,42,21,9,45400000,0
429,2009/1/22,17,25,29,33,37,42,7,6,124620000,0
428,2009/1/15,8,16,18,35,42,43,13,2,400000000,300000000
427,2009/1/8,5,12,13,33,39,42,20,1,400000000,5
426,2008/12/25,6,8,9,29,32,37,4,0,0,400000000
425,2008/12/18,2,3,12,20,34,43,4,3,126520000,0
424,2008/12/11,3,13,17,25,40,41,4,5,73210000,0
423,2008/12/4,1,2,3,30,35,36,21,7,54460000,0
422,2008/11/27,5,6,7,8,28,38,36,6,175380000,0
421,2008/11/20,2,6,8,10,25,34,31,0,0,600000000
420,2008/11/13,14,19,21,28,29,31,24,1,200000000,200000000
419,2008/11/6,5,8,16,25,26,30,1,6,56860000,0
418,2008/10/30,3,12,16,25,32,36,34,5,68410000,0
417,2008/10/23,3,20,23,30,31,37,6,7,47160000,0
416,2008/10/16,12,15,22,24,29,37,6,4,83820000,0
415,2008/10/9,9,28,33,34,37,43,41,3,122290000,0
414,2008/10/2,1,2,4,5,9,25,15,9,37010000,0
413,2008/9/25,2,14,15,26,35,37,25,2,176760000,0
412,2008/9/18,2,6,7,9,16,19,33,2,174390000,0
411,2008/9/11,2,4,6,24,35,39,34,2,320330000,0
410,2008/9/4,2,12,16,20,42,43,28,1,200000000,200000000
409,2008/8/28,6,13,17,27,28,36,33,6,88450000,0
408,2008/8/21,12,20,23,28,31,32,39,1,200000000,100000000
407,2008/8/14,11,18,19,30,37,39,38,3,250780000,0
406,2008/8/7,1,2,4,16,36,37,40,0,0,300000000
405,2008/7/31,6,13,19,20,30,31,8,2,175640000,0
404,2008/7/24,3,10,14,18,26,43,33,4,139120000,0
403,2008/7/17,8,10,13,20,24,33,23,1,200000000,200000000
402,2008/7/10,3,18,23,24,29,33,28,2,177700000,0
401,2008/7/3,14,15,27,34,35,42,37,8,46780000,0
400,2008/6/26,4,9,19,22,23,33,38,4,91120000,0
399,2008/6/19,1,14,17,28,31,37,21,5,130840000,0
398,2008/6/12,2,31,36,37,39,43,13,1,400000000,200000000
397,2008/6/5,15,16,23,30,39,43,11,1,200000000,0
396,2008/5/29,9,12,21,26,33,40,5,6,235390000,0
395,2008/5/22,15,21,26,28,42,43,39,0,0,800000000
394,2008/5/15,14,27,28,31,37,40,18,0,0,400000000
393,2008/5/8,7,18,27,37,38,43,35,2,173100000,0
392,2008/5/1,10,15,18,30,31,37,11,6,56760000,0
391,2008/4/24,8,20,23,24,29,38,43,3,114850000,0
390,2008/4/17,5,16,17,22,39,43,21,4,89880000,0
389,2008/4/10,6,12,22,25,31,35,28,5,69910000,0
388,2008/4/3,5,12,14,18,20,31,2,2,178490000,0
387,2008/3/27,12,16,19,27,30,32,38,4,92430000,0
386,2008/3/20,2,9,11,15,23,25,27,7,84540000,0
385,2008/3/13,6,31,34,35,37,40,7,1,200000000,200000000
384,2008/3/6,17,19,20,22,33,41,35,2,315260000,0
383,2008/2/28,7,12,17,18,24,28,43,1,200000000,200000000
382,2008/2/21,2,6,15,28,29,43,14,5,145710000,0
381,2008/2/14,4,13,15,22,39,41,30,1,400000000,200000000
380,2008/2/7,17,22,25,26,27,43,16,1,400000000,200000000
379,2008/1/31,8,13,15,21,33,34,5,2,400000000,80000000
378,2008/1/24,11,13,19,26,36,43,31,0,0,400000000
377,2008/1/17,2,3,8,20,21,24,13,3,229940000,0
376,2008/1/10,20,21,25,27,34,38,16,1,200000000,200000000
375,2007/12/27,7,9,14,17,36,37,11,7,85280000,0
374,2007/12/20,4,24,25,26,27,34,28,1,200000000,200000000
373,2007/12/13,7,14,15,19,35,43,30,2,183120000,0
372,2007/12/6,7,19,28,33,35,39,21,7,49670000,0
371,2007/11/29,14,15,23,24,32,34,31,2,187510000,0
370,2007/11/22,2,11,13,15,16,32,43,3,122240000,0
369,2007/11/15,3,9,12,16,18,37,14,2,175760000,0
368,2007/11/8,7,10,18,21,33,35,13,7,162710000,0
367,2007/11/1,10,13,17,38,41,43,28,0,0,600000000
366,2007/10/25,12,13,15,18,30,41,21,1,200000000,100000000
365,2007/10/18,6,19,20,28,36,37,11,8,65370000,0
364,2007/10/11,7,11,12,19,33,42,36,1,200000000,100000000
363,2007/10/4,3,6,7,22,27,31,4,4,135650000,0
362,2007/9/27,7,10,15,20,37,40,28,1,400000000,200000000
361,2007/9/20,1,21,28,30,37,43,31,1,200000000,200000000
360,2007/9/13,2,3,6,14,26,42,25,3,109520000,0
359,2007/9/6,3,5,19,20,23,27,40,7,44620000,0
358,2007/8/30,12,31,32,34,39,42,30,5,74320000,0
357,2007/8/23,2,10,11,12,19,38,6,2,159170000,0
356,2007/8/16,1,5,8,12,17,29,28,8,57230000,0
355,2007/8/9,1,11,24,26,36,37,39,1,200000000,100000000
354,2007/8/2,4,6,22,31,34,41,43,4,86610000,0
353,2007/7/26,1,9,15,16,22,26,29,3,111960000,0
352,2007/7/19,6,8,24,25,34,38,10,2,168600000,0
351,2007/7/12,3,13,16,24,26,43,15,3,122810000,0
350,2007/7/5,13,18,25,26,29,40,6,5,117200000,0
349,2007/6/28,8,13,15,19,20,30,25,1,200000000,200000000
348,2007/6/21,4,5,6,27,36,38,13,4,83410000,0
347,2007/6/14,8,20,23,27,32,33,13,2,175070000,0
346,2007/6/7,4,9,11,12,32,38,16,2,275060000,0
345,2007/5/31,10,21,22,25,35,37,18,1,200000000,200000000
344,2007/5/24,8,11,16,20,28,36,42,7,47840000,0
343,2007/5/17,13,28,29,37,38,41,35,3,122220000,0
342,2007/5/10,8,15,26,27,34,38,10,7,47710000,0
341,2007/5/3,4,14,23,25,28,35,41,2,167680000,0
